ID	Site	Layer	Site type	Longitude	Latitude	Country	Commune	Region	Date	Max Age	Min Age	Dating method	Lab Code	Climatic phase	MIS 	Stage	Reported climate	Excavated/ researched surface sq. M.	Other date	Comment	Reference	Industry	Typology	Production systems	Main typotechnology	Qnt of lithics	Overall Group Mobility	Mean Effort Per Raw Material	MaxDist	Sources	NTAXA	N_Ungulates	N_Carnivores	N_Microfauna	NISP_Ungulate	NISP_Carnivore	NISP_Microfauna	Felis silvestris	Felis (catus) minuta	Lynx pardinus (spelaea)	Lynx lynx	Panthera (leo) spelaea	Panthera pardus	Crocuta crocuta (spelaea)	Ursus deningeri	Ursus arctos	Ursus spelaeus	Ursus thibetanus	Martes martes	Meles meles	Mustela nivalis	Mustela putorius	Mustela palerminea	Mustela erminea	Lutra lutra	Gulo gulo	Canis lupus subsp.	Cuon alpinus (priscus)	Vulpes vulpes	Alopex lagopus	Sus scrofa	Alces alces	Cervus elaphus	Cervus simplicidens	Dama dama clactoniana	Dama dama	Megaloceros giganteus	Capreolus capreolus	Rangifer tarandus	Saiga tatarica	Rupicapra rupicapra	Rupicapra pyrenaica	Capra ibex	Capra pyrenaica	Capra caucasica	Hemitragus bonali	Hemitragus cedrensis	Ovibos moschatus	Bison priscus	Bos primigenius	Hippopotamus amphibius	Mammuthus primigenius	Palaeoloxodon / elephas antiquus	Dicerorhinus/ Stephanorhinus hemitoechus	Dicerorhinus / Stephanorhinus kirchenbergensis	Coelodonta antiquitatis	Equus caballus subsp	Equus hemionus	Equus hydruntinus	Ochotona pusilla	Oryctolagus cuniculus subsp.	Lepus timidus	Lepus europaeus	Erinaceus europaeus	Talpa europaea	Talpa romana	Sorex araneus	Sorex runtonensis	Sorex minutus	Neomys fodiens	Sicista subtilis	Allactaga major	Sciurus vulgaris	Marmota marmota	Spermophilus citellus	Spermophilus superciliosus	Glis glis	Eliomys quercinus	Muscardinus avellanarius	Pliomys episcopalis	Clethrionomys glareolus	Microtus oeconomus/malei	Microtus arvalis	Microtus agrestis	Microtus subterraneus	Microtus duodecimcostatus	Microtus multiplex	Microtus gerbei	Microtus gregalis	Microtus brecciensis	Arvicola terrestris	Arvicola sapidus	Lemmus lemmus	Dicrostonyx torquatus/gulielmi	Chionomys nivalis	Lagurus lagurus	Allocricetus bursae	Cricetus cricetus	Cricetulus migratorius	Myodes rutilus	Pliomys lenki	Apodemus sylvaticus	Micromys minutus	Castor fiber
160.1	Moravský Krumlov IV	3	Open air	16.411	49.0452	Czech Republic	Brno	Moravia	"151,4"	"165,2"	"137,6"	OSL			6	Saalian					"Neruda, P., 2009. Archeologie stredopalelitického souvrství 1-3 v Moravském Krumlové IV. In: Neruda, P., and Nerudová, Z., eds. Moravský Krumlov IV - vícevrstevná lokalita ze st?edního a po?átku mladého paleolitu na Morav? (Moravský Krumlov IV - A Multilayer Middle and Early Upper Palaeolithic site in Moravia). ANTHROPOS Studies in Anthropology, Palaeoethnology, Palaeontology and Quaternary Geology, Vol. 29, /N.S. 21. P. 99-144."	Discoid or recurrent Levallois/ Krumlovian?	?	Levallois-discoid	Levallois-denticulate	45	3.784189634	1.892094817	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160.2	Moravský Krumlov IV	2	Open air	16.411	49.0452	Czech Republic	Brno	Moravia	"115,3"	"124,1"	"106,5"	OSL			5d	Early Weichselian					"Neruda, P., 2009. Archeologie stredopalelitického souvrství 1-3 v Moravském Krumlové IV. In: Neruda, P., and Nerudová, Z., eds. Moravský Krumlov IV - vícevrstevná lokalita ze st?edního a po?átku mladého paleolitu na Morav? (Moravský Krumlov IV - A Multilayer Middle and Early Upper Palaeolithic site in Moravia). ANTHROPOS Studies in Anthropology, Palaeoethnology, Palaeontology and Quaternary Geology, Vol. 29, /N.S. 21. P. 99-144."	Central European Micoquian	Central European Micoquian	Discoid and subprismatic	Micoquian	947	12.50029329	4.166764432	35	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160.3	Moravský Krumlov IV	1	Open air	16.411	49.0452	Czech Republic	Brno	Moravia	"97,2"	"104,5"	"89,9"	OSL		Brorup Interstadial	5c	Early Weichselian					"Neruda, P., 2009. Archeologie stredopalelitického souvrství 1-3 v Moravském Krumlové IV. In: Neruda, P., and Nerudová, Z., eds. Moravský Krumlov IV - vícevrstevná lokalita ze st?edního a po?átku mladého paleolitu na Morav? (Moravský Krumlov IV - A Multilayer Middle and Early Upper Palaeolithic site in Moravia). ANTHROPOS Studies in Anthropology, Palaeoethnology, Palaeontology and Quaternary Geology, Vol. 29, /N.S. 21. P. 99-144."	Central European Micoquian	Central European Micoquian	Discoid and subprismatic	Micoquian	1057	10.50320279	5.251601394	35	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161.1	La Tour Fondue	Ens. inf. couches 3b-5.	Abri	3.277937	45.751813	France	Chauriat 	Puy-de-Dôme						Weichselian	5d-3	Early Weichselian	"Fluctuating across time, because three levels are included in the inferior assemblage."			"Microfauna are MNI counts. Lithics and transports include artefacts without context, but identified as Middle Palaeolithic.; MNI not readily available for macrofauna"	"Pasty, J.-F., Costamagno, S., Mistrot, V., Laroulandie, V., Alix., P., Ballut, C., Pasty-Wande Valle, H., and Murat, R., 2012. Implications biostratigraphiques et paléoenvironnementales des occupations du Paléolithique moyen et du Châtelperronien du site de La Tour Fondue à Chauriat (Puy-de-Dôme, France). Paleo, 23, 189-222."	Mousterian	?	Levallois-discoid	Levallois-denticulate	332	11.17133616	2.79283404	5	4	18	4	2	12	66	21	2480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
162.1	Deszczowa	IV/IVa / 6 culture level	Cave	19.532799	50.583463	Poland	Kroczyckie Rocks	Cz?stochowa Upland						Early Vistulian	5d-4	Early Weichselian	Warm	40		MNI available	"Cyrek, K., Nadachowski, A., Madeyska, T., Bochenski, Z., Tomek, T., Wojtal, P., Miekina, B., Lipecki, G., Garapich, A., Rzebik-Kowalska, B., Stworzewicz, E., Wolsan, M., Godawa, J., Kosciów, R., Fostowicz-Frelik, L., and Szyndlar, Z., 2000. Excavation in the Deszczowa Cave (Kroczyckie Rocks,. Cz?stochowa Upland, Central Poland). Folia Quaternaria, 71, 5-84."	Middle Palaeolithic	?	?	Other/mixed	5	1.609437912	1.609437912	0	1	10	0	5	5	0	23	379	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
162.2	Deszczowa	V/Va / 5 culture level	Cave	19.532799	50.583463	Poland	Kroczyckie Rocks	Cz?stochowa Upland						Early Vistulian - Late Eemian	5d-4	Early Weichselian	Rather warm (pine and hazel)	40		MNI available	"Cyrek, K., Nadachowski, A., Madeyska, T., Bochenski, Z., Tomek, T., Wojtal, P., Miekina, B., Lipecki, G., Garapich, A., Rzebik-Kowalska, B., Stworzewicz, E., Wolsan, M., Godawa, J., Kosciów, R., Fostowicz-Frelik, L., and Szyndlar, Z., 2000. Excavation in the Deszczowa Cave (Kroczyckie Rocks, Cz?stochowa Upland, Central Poland). Folia Quaternaria, 71, 5-84."	Micoque-Prodnikian (Bockstein type)	Micoque-Prodnikian	Levallois and Clactonian	Micoquian	21	8.433376705	4.216688353	120	2	19	5	5	9	19	25	642	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
162.3	Deszczowa	VI/VIa / 4 culture level	Cave	19.532799	50.583463	Poland	Kroczyckie Rocks	Cz?stochowa Upland						Early Vistulian	5d-4	Early Weichselian	Cold humid	40		MNI available	"Cyrek, K., Nadachowski, A., Madeyska, T., Bochenski, Z., Tomek, T., Wojtal, P., Miekina, B., Lipecki, G., Garapich, A., Rzebik-Kowalska, B., Stworzewicz, E., Wolsan, M., Godawa, J., Kosciów, R., Fostowicz-Frelik, L., and Szyndlar, Z., 2000. Excavation in the Deszczowa Cave (Kroczyckie Rocks, Cz?stochowa Upland, Central Poland). Folia Quaternaria, 71, 5-84."	Middle Palaeolithic with Levallois	?	Levallois	Ante-Quina	8	2.079441542	2.079441542	0	1	20	5	5	10	14	22	327	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
163.1	Cèdres	C. 2-3	Cave	5.71667	43.33333	France	Le Plan-d'Aups	Var						Saalian	6	Saalian				"Microfauna are MNI, Avifauna MNI & NISP, mammals NISP"	"Lithics: Giraud, Y., 1995. Origine des matières premières lithiques. In: Defleur, A., and Crégut-Bonnoure, E., eds. Le gisement paléolithique moyen de la grotte des Cèdres (Le Plan-d'Aups, Var). Documents d'archéologie francaise. No 49. Paris: Éditions de la maison des sciences de l'homme, 39-41.; Fauna: Crégut-Bonnoure, E., Radulescu, C., Vilette, P., Desclaux, E., Falgueres, C., and Ajaja, O., 1995. La Faune. In: Defleur, A., and Crégut-Bonnoure, E., eds. Le gisement paléolithique moyen de la grotte des Cèdres (Le Plan-d'Aups, Var). Documents d'archéologie francaise. No 49. Paris: Éditions de la maison des sciences de l'homme, 54-158."	Charentian Mousterian	Charentian	?	Other/mixed	104	10.97678203	3.658927344	25	3	21	6	7	8	185	141	77	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
164.1	Baume Moula-Guercy	XIV	Cave	4.8671	44.9305	France	Soyons	Ardeche						Eemian	5e	Eemian		20		Microfauna only MNI	"Lithics: Defleur, A., 2015. Les industries lithiques moustériennes de la Baume Moula-Guercy (Soyons, Ardèche). Fouilles 1993–1999. L'Anthropologie, 119(2), 170-253.; Microfauna: Defleur, A., Crégut-Bonnoure, É., Desclaux, E., and Thinon, M., 2001. Présentation paléo-environnementale du remplissage de la Baume Moula-Guercy à Soyons (Ardèche): implications paléoclimatiques et chronologiques. L'Anthropologie, 105, 369-408."	Oriental Ferrassie Mousterian with weak Levallois	Ferrassie	Levallois	Ante-Quina	980	17.62685341	4.406713353	40	8	16	0	0	16	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0
164.2	Baume Moula-Guercy	XV	Cave	4.8671	44.9305	France	Soyons	Ardeche						Eemian	5e	Eemian		25		Microfauna only MNI	"Fauna: Valensi, P., Crégut-Bonnoure, E., and Defleur, A., 2012. Archaeozoological data from the Mousterian level from Moula-Guercy (Ardèche, France) bearing cannibalised Neanderthal remains. Quaternary International, 252, 48-55.; Lithics: Defleur, A., 2015. Les industries lithiques moustériennes de la Baume Moula-Guercy (Soyons, Ardèche). Fouilles 1993–1999. L'Anthropologie, 119(2), 170-253.; Microfauna: Defleur, A., Crégut-Bonnoure, É., Desclaux, E., and Thinon, M., 2001. Présentation paléo-environnementale du remplissage de la Baume Moula-Guercy à Soyons (Ardèche): implications paléoclimatiques et chronologiques. L'Anthropologie, 105, 369-408."	Oriental Ferrassie Mousterian with weak Levallois	Ferrassie	Levallois	Ante-Quina	469	10.53847582	3.512825273	0	5	38	10	11	17	259	86	170	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0
165.1	Tönchesberg	1A Upper lava/loess	Open air	7.33517	50.37842	Germany		East Eifel				40Ar/39Ar dating and TL		Saalian	6	Saalian		35	"Maximum date of 202 +/- 14 (40Ar/39Ar dating), and minimum of 121 +/- 11 (TL)"		"Conard, N.J., 1992. Tönchesberg and its position in the Paleolithic prehistory of Northern Europe. Monographien Band 20. Römish-Germanisches Zentralmuseum, Forschunginstitut für Vor- und Frühgeschichte. Bonn: Dr. Rudolf Habelt GMBH."	Middle Palaeolithic	?	?	Other/mixed	3	3.295836866	3.295836866	8	1	6	5	1	0	162	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165.2	Tönchesberg	1 surface	Open air	7.33517	50.37842	Germany		East Eifel													"Conard, N.J., 1992. Tönchesberg and its position in the Paleolithic prehistory of Northern Europe. Monographien Band 20. Römish-Germanisches Zentralmuseum, Forschunginstitut für Vor- und Frühgeschichte. Bonn: Dr. Rudolf Habelt GMBH."	Middle Palaeolithic	?	?	Other/mixed	18	9.364262454	3.121420818	8	3	5	4	1	0	15	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165.3	Tönchesberg	"1, 1986 excavation"	Open air	7.33517	50.37842	Germany		East Eifel							6	Saalian		20			"Conard, N.J., 1992. Tönchesberg and its position in the Paleolithic prehistory of Northern Europe. Monographien Band 20. Römish-Germanisches Zentralmuseum, Forschunginstitut für Vor- und Frühgeschichte. Bonn: Dr. Rudolf Habelt GMBH."	Middle Palaeolithic	?	?	Other/mixed	1	2.197224577	2.197224577	8	1	3	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165.4	Tönchesberg	"2A, Bt Horizon"	Open air	7.33517	50.37842	Germany		East Eifel						Saalian	6	Saalian		224	"Stratigraphic position suggests younger than Tö1A, but still Saalian"	No fauna	"Conard, N.J., 1992. Tönchesberg and its position in the Paleolithic prehistory of Northern Europe. Monographien Band 20. Römish-Germanisches Zentralmuseum, Forschunginstitut für Vor- und Frühgeschichte. Bonn: Dr. Rudolf Habelt GMBH."	Middle Palaeolithic	?	?	Other/mixed	423	11.13022917	5.565114584	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165.5	Tönchesberg	2B	Open air	7.33517	50.37842	Germany		East Eifel							5e	Eemian		224		NISP includes antlers	"Conard, N.J., 1992. Tönchesberg and its position in the Paleolithic prehistory of Northern Europe. Monographien Band 20. Römish-Germanisches Zentralmuseum, Forschunginstitut für Vor- und Frühgeschichte. Bonn: Dr. Rudolf Habelt GMBH."	Laminar Middle Palaeolithic	?	Laminar	Other/mixed	557	38.22554677	4.778193347	100	9	7	5	2	0	676	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165.6	Tönchesberg	2C	Open air	7.33517	50.37842	Germany		East Eifel							5d-5c	Early Weichselian		224		NISP includes antlers	"Conard, N.J., 1992. Tönchesberg and its position in the Paleolithic prehistory of Northern Europe. Monographien Band 20. Römish-Germanisches Zentralmuseum, Forschunginstitut für Vor- und Frühgeschichte. Bonn: Dr. Rudolf Habelt GMBH."	Middle Palaeolithic	?	?	Other/mixed	31	7.761744985	3.880872492	8	3	3	2	1	0	68	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165.7	Tönchesberg	2D	Open air	7.33517	50.37842	Germany		East Eifel	114	123	105	TL		Weichselian	5d-5b	Early Weichselian		224		NISP includes antlers	"Conard, N.J., 1992. Tönchesberg and its position in the Paleolithic prehistory of Northern Europe. Monographien Band 20. Römish-Germanisches Zentralmuseum, Forschunginstitut für Vor- und Frühgeschichte. Bonn: Dr. Rudolf Habelt GMBH."	Middle Palaeolithic	?	?	Other/mixed	9	4.394449155	4.394449155	8	1	2	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165.8	Tönchesberg	1B	Open air	7.33517	50.37842	Germany		East Eifel						Weichselian	4	Early Weichselian	Cold phase of the last glaciation	77	60 - 70 ka BP?		"Conard, N.J., 1992. Tönchesberg and its position in the Paleolithic prehistory of Northern Europe. Monographien Band 20. Römish-Germanisches Zentralmuseum, Forschunginstitut für Vor- und Frühgeschichte. Bonn: Dr. Rudolf Habelt GMBH."	Middle Palaeolithic	?	?	Other/mixed	120	20.22783272	4.045566544	70	7	4	4	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166.1	Le Rozel	"E2-E3, and TR67"	Abri	-1.84263	49.47129	France	Le Rozel	"Manche, Cotentin"	104.5	117	92	OSL dates from above and below		Weichselian	5c-5b	Early Weichselian			"Layer below dated to 107 +/- 10 ka, and layer above 102 +/- 10 ka with OSL."		"Van Vliet-Lanoë, B., Cliquet, D., Auguste, P., Folz, E., Keen, D., Schwenninger, J.-L., Mercier, N., Alix, P., Roupin, Y., Meurisse, M., and Seignac, H., 2006. L’abri sous-roche du Rozel (France, Manche) : un habitat de la phase récente du Paléolithique moyen dans son contexte géomorphologique. Quaternaire, 17(3), 207-258."	Laminar Middle Palaeolithic	?	Levallois	Other/mixed	758	9.816021527	4.908010763	0	2	4	3	0	1	97	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167.1	Espagnac	n.II	Open air	1.837115	44.594243	France	Espagnac-Sainte-Eulalie	Lot	43	48	37	U-Th average			3b	Late Weichselian			Three U/Th dates: ESP 9401: 46+/- 2 ka; ESP 9402: 39 +/- 2 ka; ESP 9403: 44 +/- 2 ka	No MNI	"Jaubert, J., Brugal, J.-P., Chalard, P., Diot, M.-F., Falguères, C., Jarry, M., Kervazo, B., Konik, S., and Mourre, V., 2001. Un site moustérien de type Quina dans la vallée du Célé. Pailhès à Espagnac-Sainte-Eulalie (Lot). Gallia Préhistoire, 43, 1-99."	Quina Mousterian	Quina	Discoid	Quina	1587	23.89443558	3.98240593	60	8	2	2	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167.2	Espagnac	n.III	Open air	1.837115	44.594243	France	Espagnac-Sainte-Eulalie	Lot							5c-3	Early Weichselian				No MNI	"Jaubert, J., Brugal, J.-P., Chalard, P., Diot, M.-F., Falguères, C., Jarry, M., Kervazo, B., Konik, S., and Mourre, V., 2001. Un site moustérien de type Quina dans la vallée du Célé. Pailhès à Espagnac-Sainte-Eulalie (Lot). Gallia Préhistoire, 43, 1-99."	Quina Mousterian	Quina	Discoid	Quina	48	3.218875825	1.609437912	0	2	1	1	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167.3	Espagnac	n.IVa	Open air	1.837115	44.594243	France	Espagnac-Sainte-Eulalie	Lot							3-5c	Early Weichselian				No MNI	"Jaubert, J., Brugal, J.-P., Chalard, P., Diot, M.-F., Falguères, C., Jarry, M., Kervazo, B., Konik, S., and Mourre, V., 2001. Un site moustérien de type Quina dans la vallée du Célé. Pailhès à Espagnac-Sainte-Eulalie (Lot). Gallia Préhistoire, 43, 1-99."	Quina Mousterian	Quina	Discoid	Quina	153	20.08436909	3.347394848	100	8	3	3	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167.4	Espagnac	n.IVb	Open air	1.837115	44.594243	France	Espagnac-Sainte-Eulalie	Lot							3-5c	Early Weichselian				No MNI	"Jaubert, J., Brugal, J.-P., Chalard, P., Diot, M.-F., Falguères, C., Jarry, M., Kervazo, B., Konik, S., and Mourre, V., 2001. Un site moustérien de type Quina dans la vallée du Célé. Pailhès à Espagnac-Sainte-Eulalie (Lot). Gallia Préhistoire, 43, 1-99."	Quina Mousterian	Quina	Quina	Quina	163	16.71845714	4.179614286	60	6	3	3	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167.5	Espagnac	n.Va	Open air	1.837115	44.594243	France	Espagnac-Sainte-Eulalie	Lot							5c-3	Early Weichselian				No MNI	"Jaubert, J., Brugal, J.-P., Chalard, P., Diot, M.-F., Falguères, C., Jarry, M., Kervazo, B., Konik, S., and Mourre, V., 2001. Un site moustérien de type Quina dans la vallée du Célé. Pailhès à Espagnac-Sainte-Eulalie (Lot). Gallia Préhistoire, 43, 1-99."	Quina Mousterian	Quina	Discoid	Quina	20	2.48490665	2.48490665	0	2	1	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
